State, Facility Name, Facility ID (ORISPL), Year,CO2 (Mt), Facility Latitude, Facility Longitude
GA,Yates,728,2021,0.114771642,33.4622,-84.8986
IA,Ames,1122,2021,0.054090473,42.0247,-93.6069
IA,Burlington (IA),1104,2021,0.303757941,40.7412,-91.1168
IA,Dayton Avenue Substation,6463,2021,0,42.0269,-93.5828
IA,Earl F Wisdom,1217,2021,0.00922123,43.1606,-95.2569
IA,Electrifarm,6063,2021,0,42.4407,-92.4205
IA,Emery Station,8031,2021,0.177483081,43.094,-93.2922
IA,Exira Station,56013,2021,0.015368498,41.5131,-94.9189
IA,George Neal North,1091,2021,0.36640617,42.3251,-96.3797
IA,George Neal South,7343,2021,0.177364488,42.3022,-96.3622
IA,Greater Des Moines Energy Center,7985,2021,0.057129267,41.5563,-93.5283
IA,Lansing,1047,2021,0.1092296,43.3359,-91.1672
IA,Lime Creek,7155,2021,0.000757137,43.2481,-93.2046
IA,Louisa,6664,2021,0.878647784,41.3153,-91.0936
IA,Marshalltown CTs,1068,2021,0,42.0474,-92.8594
IA,Marshalltown Generating Station,58236,2021,0.027414126,42.04,-92.87
IA,Muscatine,1167,2021,0.33395533,41.3917,-91.0569
IA,Ottumwa,6254,2021,1.05099246,41.0961,-92.5556
IA,Pleasant Hill Energy Center,7145,2021,0.002590425,41.5572,-93.5242
IA,Prairie Creek,1073,2021,0.065036915,41.9439,-91.6386
IA,Streeter Station,1131,2021,0.003619261,42.5267,-92.4394
IA,Summit Lake,1206,2021,0,41.1141,-94.3499
IA,Sycamore Combustion Turbine,8029,2021,0,41.6722,-93.6769
IA,Walter Scott Jr. Energy Center,1082,2021,1.745269288,41.18,-95.8408
ID,Bennett Mountain Power Project,55733,2021,0.025409018,43.147,-115.6671
ID,Evander Andrews Power Complex,7953,2021,0.019072183,43.1794,-115.7328
ID,Langley Gulch Power Plant,57028,2021,0.210372573,43.9046,-116.8181
ID,Rathdrum Combustion Turbine Project,7456,2021,0.009741471,47.8034,-116.869
ID,"Rathdrum Power, LLC",55179,2021,0.186529807,47.7861,-116.9214
IL,Alsey Station,7818,2021,0.0020406,39.5697,-90.4362
IL,Archer Daniels Midland Co.,10865,2021,0,39.8675,-88.885
IL,Aurora,55279,2021,0.017853952,41.8151,-88.2265
IL,Baldwin Energy Complex,889,2021,1.837799968,38.205,-89.855
IL,"Calumet Energy Team, LLC",55296,2021,0.000926725,41.6835,-87.5563
IL,Cordova Energy Company,55188,2021,0.106390733,41.7146,-90.2802
IL,Crete Energy Park,55253,2021,0,41.4297,-87.6187
IL,Dallman,963,2021,0.346833771,39.7539,-89.6011
IL,E D Edwards,856,2021,0.670158239,40.5958,-89.6631
IL,"Elgin Energy Center, LLC",55438,2021,0.005897237,41.9997,-88.2445
IL,Elwood Energy Facility,55199,2021,0.010848742,41.4388,-88.1236
IL,Factory Gas Turbine,8016,2021,0,39.8266,-89.6368
IL,Fisk,886,2021,0,41.8508,-87.6533
IL,Freedom Power Project,7842,2021,2.95924E-06,39.1025,-88.8589
IL,"Gibson City Energy Center, LLC",55201,2021,0.002060018,40.4705,-88.3987
IL,Goose Creek Power Plant,55496,2021,0.000361295,40.1083,-88.5986
IL,"Grand Tower Energy Center, LLC",862,2021,0,37.6578,-89.5119
IL,Holland Energy Facility,55334,2021,0.074611276,39.2242,-88.7594
IL,Ingredion Incorporated Argo Plant,54556,2021,0,41.7775,-87.8233
IL,Interstate,7425,2021,0.000651221,39.8233,-89.5888
IL,Joliet 29,384,2021,0,41.4947,-88.125
IL,Joliet 9,874,2021,0.001675797,41.4947,-88.125
IL,Joppa Steam,887,2021,1.334539217,37.2103,-88.8606
IL,Kendall Energy Facility,55131,2021,0.800175285,41.4797,-88.2581
IL,Kincaid Generating Station,876,2021,0.953427325,39.5906,-89.4964
IL,Kinmundy Power Plant,55204,2021,0,38.7619,-89.0128
IL,"LSP University Park, LLC",55640,2021,0.053215249,41.4426,-87.7515
IL,"Lee County Generating Station, LLC",55236,2021,0.008789576,41.8287,-89.4054
IL,Lincoln Generating Facility,55222,2021,0,41.3937,-87.9437
IL,MEPI GT Facility,7858,2021,0,37.2175,-88.8658
IL,Marion,976,2021,0.252060259,37.6206,-88.955
IL,"Morris Cogeneration, LLC",55216,2021,0,41.4092,-88.3292
IL,Nelson Energy Center,55183,2021,0.226160492,41.7749,-89.6067
IL,Newton,6017,2021,0.944510336,38.9361,-88.2778
IL,Pinckneyville Power Plant,55202,2021,0,38.1114,-89.3467
IL,Powerton,879,2021,0.673202965,40.5408,-89.6786
IL,Prairie State Generating Station,55856,2021,2.663187055,38.2792,-89.667
IL,Raccoon Creek Power Plant,55417,2021,8.30673E-05,38.6996,-88.5392
IL,Rockford Energy Center,55238,2021,0.008889804,42.2403,-89.1025
IL,Rockford II Energy Center,55936,2021,0.003628514,42.2383,-89.1014
IL,"Rocky Road Power, LLC",55109,2021,0.000504753,42.0931,-88.2397
IL,Shelby County,55237,2021,0,39.2794,-88.4772
IL,Southeast Chicago Energy Project,55281,2021,0,41.7181,-87.5449
IL,Tate & Lyle,10867,2021,0,39.8466,-88.9261
IL,Tilton Power Station,7760,2021,0.002540611,40.1063,-87.6539
IL,University Park Energy,55250,2021,0.015524385,41.4405,-87.7528
IL,Venice,913,2021,5.39321E-06,38.6642,-90.1764
IL,Waukegan,883,2021,0.390687771,42.3833,-87.8133
IL,Will County,884,2021,0.317208689,41.6334,-88.0626
IL,Wood River Refinery,880067,2021,0,38.8375,-90.0675
IL,Zion Energy Center,55392,2021,0.031197708,42.4776,-87.895
IN,A B Brown Generating Station,6137,2021,0.753294301,37.9053,-87.715
IN,Alcoa Allowance Management Inc,6705,2021,1.354362157,37.915,-87.3328
IN,Anderson,7336,2021,0.000998836,40.0529,-85.7389
IN,C. C. Perry K Steam Plant,992,2021,0.016743252,39.7622,-86.1667
IN,Cayuga,1001,2021,0.950380578,39.9239,-87.4272
IN,Clifty Creek,983,2021,1.486541253,38.7383,-85.4192
IN,Edwardsport Generating Station,1004,2021,1.007804159,38.8067,-87.2472
IN,F B Culley Generating Station,1012,2021,0.601384821,37.91,-87.3267
IN,Georgetown Substation,7759,2021,0.008670341,39.9022,-86.2439
IN,Gibson,6113,2021,2.65431557,38.3722,-87.7661
IN,Henry County Generating Station,7763,2021,0.014392564,39.9528,-85.5039
IN,Hoosier Energy Lawrence Co Station,7948,2021,0.001245221,38.8003,-86.4511
IN,IPL - Eagle Valley Generating Station,991,2021,0.46039153,39.4851,-86.4176
IN,IPL - Harding Street Station (EW Stout),990,2021,0.054231976,39.7119,-86.1975
IN,IPL - Petersburg Generating Station,994,2021,2.617243335,38.5267,-87.2525
IN,Lawrenceburg Energy Facility,55502,2021,0.806132611,39.0913,-84.8667
IN,Merom,6213,2021,1.256091773,39.0694,-87.5108
IN,Michigan City Generating Station,997,2021,0.438624265,41.7203,-86.9097
IN,Montpelier Electric Gen Station,55229,2021,0.011403678,40.6206,-85.3057
IN,Noblesville,1007,2021,0.14519125,40.0969,-85.9714
IN,Purdue University-Wade Utility,50240,2021,0,40.4172,-86.9117
IN,R Gallagher,1008,2021,0.029361649,38.2636,-85.8381
IN,R M Schahfer Generating Station,6085,2021,1.076161127,41.2175,-87.0239
IN,Richmond (IN),7335,2021,0.000488518,39.8383,-84.9665
IN,Rockport,6166,2021,1.141608542,37.9256,-87.0372
IN,St. Joseph Energy Center LLC,57794,2021,0.520271654,41.6996,-86.4814
IN,Sugar Creek Generating Station,55364,2021,0.253143776,39.3922,-87.5103
IN,Vermillion Generating Station,55111,2021,0.012441577,39.9208,-87.445
IN,Wabash River Highland Plant,57842,2021,6.81396E-05,39.5326,-87.4262
IN,Wheatland Generating Facility LLC,55224,2021,0.010087542,38.6716,-87.2931
IN,Whitewater Valley,1040,2021,0.004239254,39.8028,-84.8953
IN,"Whiting Clean Energy, Inc.",55259,2021,0.330231217,41.6739,-87.4778
IN,Worthington Generation,55148,2021,0.006535815,39.0717,-87.0128
KS,Chanute 2,1268,2021,0.044743564,37.6953,-95.4586
KS,Cimarron River,1230,2021,0,37.1611,-100.7619
KS,Clifton Station,8037,2021,0,39.6125,-97.2778
KS,Coffeyville,1271,2021,0,37.0456,-95.6076
KS,East 12th Street,7013,2021,0,37.2376,-96.9619
KS,Emporia Energy Center,56502,2021,0.050384803,38.4464,-96.0651
KS,Fort Dodge aka Judson Large,1233,2021,0.001365444,37.7328,-99.9497
KS,Garden City,1336,2021,0.001093299,37.9703,-100.8956
KS,Gordon Evans Energy Center,1240,2021,0.018249669,37.7903,-97.5217
KS,Great Bend Station aka Arthur Mullergren,1235,2021,4.95214E-05,38.41,-98.8689
KS,Holcomb,108,2021,0.474579267,37.9306,-100.9725
KS,Hutchinson Energy Center,1248,2021,0,38.0906,-97.8747
KS,Jeffrey Energy Center,6068,2021,1.563965569,39.2825,-96.1153
KS,La Cygne,1241,2021,1.791044692,38.3472,-94.6389
KS,Lawrence Energy Center,1250,2021,0.146441794,39.0072,-95.2692
KS,McPherson 2,1305,2021,0,38.3461,-97.6761
KS,McPherson Municipal Power Plant #3,7515,2021,0.011862965,38.3864,-97.61
KS,Nearman Creek,6064,2021,0.384235387,39.1714,-94.6958
KS,Osawatomie Generating Station,7928,2021,0.003932131,38.5325,-94.9042
KS,Quindaro,1295,2021,0,39.1486,-94.6405
KS,Riverton,1239,2021,0.137624697,37.0719,-94.6986
KS,West Gardner Generating Station,7929,2021,0.004469408,38.7878,-94.985
KY,Big Sandy,1353,2021,0.098558756,38.1707,-82.6176
KY,Bluegrass Generating Station,55164,2021,0.004133275,38.3902,-85.4133
KY,Cane Run,1363,2021,0.486307825,38.1828,-85.8894
KY,D B Wilson,6823,2021,0.695763016,37.4497,-87.0803
KY,E W Brown,1355,2021,0.312300528,37.7889,-84.7139
KY,East Bend,6018,2021,0.988540989,38.9031,-84.8511
KY,Ghent,1356,2021,2.711241826,38.7497,-85.035
KY,H L Spurlock,6041,2021,2.167762366,38.7,-83.8175
KY,John S. Cooper,1384,2021,0.122925374,37,-84.5917
KY,Marshall County,55232,2021,0.002311086,37.0286,-88.3958
KY,Mill Creek,1364,2021,1.904641044,38.0531,-85.91
KY,Paddy's Run,1366,2021,0.001000334,38.2147,-85.8453
KY,Paducah Power Systems Plant 1,56556,2021,6.51422E-05,37.0339,-88.6161
KY,Paradise,1378,2021,0.685278118,37.2608,-86.9783
KY,R D Green,6639,2021,0.284124027,37.6467,-87.5006
KY,Riverside Generating Company,55198,2021,0.026738809,38.1933,-82.6042
KY,Robert Reid,1383,2021,0,37.6467,-87.5033
KY,Shawnee,1379,2021,1.713455424,37.1517,-88.775
KY,Smith Generating Facility,54,2021,0.060052319,37.8824,-84.1025
KY,Trimble County,6071,2021,1.693014175,38.5847,-85.4117
LA,Acadia Power Station,55173,2021,0.37258245,30.4284,-92.4112
LA,Arsenal Hill Power Plant,1416,2021,0.247018841,32.5181,-93.7611
LA,Bayou Cove Peaking Power Plant,55433,2021,0.02155519,30.2825,-92.5994
LA,Big Cajun 1,1464,2021,0.01984201,30.6736,-91.3525
LA,Big Cajun 2,6055,2021,0.373226201,30.7261,-91.3669
LA,Brame Energy Center,6190,2021,1.613302496,31.395,-92.7167
LA,Calcasieu Plant,55165,2021,0.009634805,30.1603,-93.3458
LA,Carville Energy Center,55404,2021,0.267833683,30.2292,-91.065
LA,Coughlin Power Station,1396,2021,0.286836796,30.8442,-92.2606
LA,Dolet Hills Power Station,51,2021,0.036173911,32.0306,-93.5692
LA,Hargis-Hebert Electric Generating Statio,56283,2021,0.007466752,30.1694,-91.9923
LA,Houma,1439,2021,0.001764619,29.5808,-90.7222
LA,LEPA Unit No. 1,58478,2021,0.024480251,29.6913,-91.193
LA,Lake Charles Power Station,60927,2021,0.327980094,30.2706,-93.2886
LA,Lieberman Power Plant,1417,2021,0.012011554,32.7047,-93.9597
LA,Little Gypsy,1402,2021,0.104319857,30.0033,-90.4611
LA,Louisiana 1,1391,2021,0.541903178,30.4903,-91.1875
LA,Nelson Industrial Steam Company,50030,2021,0,30.2861,-93.2917
LA,Ninemile Point,1403,2021,0.825504836,29.9472,-90.1458
LA,Ouachita Plant,55467,2021,0.25233688,32.7056,-92.0697
LA,Perryville Power Station,55620,2021,0.226322963,32.6914,-92.0192
LA,Plaquemine Cogen Facility,55419,2021,0.746219286,30.3215,-91.2392
LA,R S Cogen LLC,55117,2021,0.259620787,30.221,-93.2826
LA,R S Nelson,1393,2021,0.339412414,30.2861,-93.2917
LA,St. Charles Power Station,60926,2021,0.499378261,30.0051,-90.4617
LA,Sterlington,1404,2021,0.002264883,32.7047,-92.0792
LA,T J Labbe Electric Generating Station,56108,2021,0.005382095,30.2554,-92.0433
LA,Taft Cogeneration Facility,55089,2021,0.434532084,29.9861,-90.4575
LA,Teche Power Station,1400,2021,0.023064526,29.8223,-91.5427
LA,Washington Parish Energy Center,55486,2021,0.008266218,30.7914,-89.9092
LA,Waterford 1 & 2,8056,2021,0.024546422,29.9994,-90.4758
MA,Bellingham,10307,2021,0.001013855,42.0925,-71.4833
MA,Bellingham Power Generation LLC,55211,2021,0.245780747,42.1113,-71.4529
MA,Berkshire Power,55041,2021,0.096866491,42.0476,-72.6478
MA,Blackstone,1594,2021,0,42.3636,-71.1161
MA,Blackstone Power Generation LLC,55212,2021,0.225726324,42.0575,-71.5172
MA,Canal Station,1599,2021,0.009773965,41.7694,-70.5097
MA,Cleary Flood,1682,2021,0.000403446,41.8653,-71.1061
MA,Dartmouth Power,52026,2021,0.001294521,41.6728,-70.9989
MA,Deer Island Treatment,10823,2021,7.25222E-05,42.3497,-70.9601
MA,Dighton,55026,2021,0.001596657,41.8312,-71.1239
MA,Exelon West Medway II,59882,2021,0.019673415,42.1375,-71.444
MA,Fore River Energy Center,55317,2021,0.406248824,42.2417,-70.9653
MA,Kendall Green Energy LLC,1595,2021,0.190680767,42.3633,-71.0792
MA,Kneeland Station,880023,2021,0,42.35,-71.0583
MA,MASSPOWER,10726,2021,0.003319458,42.156,-72.5292
MA,MBTA South Boston Power Facility,10176,2021,0,42.3414,-71.0311
MA,MIT Central Utility Plant,54907,2021,0,42.3611,-71.0934
MA,Medway Station,1592,2021,1.87787E-05,42.1364,-71.4478
MA,"Milford Power, LLC",54805,2021,0.003755837,42.1292,-71.5122
MA,Millennium Power,55079,2021,0.03349947,42.1127,-72.0152
MA,Mystic,1588,2021,0.298273584,42.3917,-71.0667
MA,Pittsfield Generating,50002,2021,0,42.4564,-73.2181
MA,Potter,1660,2021,0.002900368,42.235,-70.9672
MA,Salem Harbor Station NGCC,60903,2021,0.121460619,42.5256,-70.8784
MA,Stony Brook Energy Center,6081,2021,0.000772536,42.1977,-72.5103
MA,"Tanner Street Generation, LLC",54586,2021,4.57983E-05,42.6308,-71.3133
MA,Waters River,1678,2021,4.58128E-05,42.5428,-70.9236
MA,West Springfield,1642,2021,0.003919309,42.0956,-72.5958
MD,AES Warrior Run,10678,2021,0.333192358,39.5944,-78.7456
MD,"American Sugar Refining, Inc.",54795,2021,0,39.2749,-76.5945
MD,Brandon Shores,602,2021,0.775084447,39.1792,-76.5383
MD,Brandywine Power Facility,54832,2021,0.057022567,38.6681,-76.8678
MD,CPV St. Charles Energy Center,56846,2021,0.313995043,38.5686,-76.8919
MD,Chalk Point,1571,2021,0.693854806,38.5444,-76.6861
MD,Cove Point LNG Terminal,59073,2021,0.245231743,38.387,-76.408
MD,Dickerson,1572,2021,0.002865661,39.2086,-77.4644
MD,Herbert A Wagner,1554,2021,0.039023585,39.1781,-76.5268
MD,Keys Energy Center,60302,2021,0.394856626,38.6955,-76.8278
MD,Luke Paper Company,50282,2021,0,39.4722,-79.0575
MD,Morgantown,1573,2021,0.53378968,38.3592,-76.9767
MD,NIH Cogeneration Facility,56668,2021,0,38.9982,-77.1026
MD,Perryman,1556,2021,0.019340038,39.4422,-76.2208
MD,Rock Springs Generating Facility,7835,2021,0.001858918,39.7183,-76.1606
MD,Vienna,1564,2021,1.5688E-05,38.4878,-75.8208
MD,Wildcat Point Generation Facility,59220,2021,0.199714137,39.7194,-76.1616
ME,Androscoggin Energy,55031,2021,0.071496718,44.5047,-70.2403
ME,Bucksport Generation LLC,50243,2021,4.17305E-06,44.5739,-68.8033
ME,Maine Independence Station,55068,2021,0.027958489,44.8236,-68.7106
ME,Rumford Power,55100,2021,0.00581993,44.5303,-70.5219
ME,Westbrook Energy Center,55294,2021,0.162894062,43.6576,-70.3772
ME,William F Wyman,1507,2021,3.61931E-05,43.75,-70.1569
MI,48th Street Peaking Station,7258,2021,0.000558349,42.7553,-86.0853
MI,Alpine Power Plant,59926,2021,0.034825109,45.0624,-84.8261
MI,Belle River,6034,2021,1.96367933,42.7748,-82.4945
MI,Cadillac Renewable Energy,54415,2021,0,44.2634,-85.4348
MI,Dan E Karn,1702,2021,0.811892078,43.6425,-83.8431
MI,Dean Peakers,55718,2021,0.008015693,42.774,-82.4818
MI,Dearborn Industrial Generation,55088,2021,0.419203566,42.3026,-83.154
MI,Delray,1728,2021,0,42.2947,-83.1019
MI,Eckert Station,1831,2021,0,42.7183,-84.5586
MI,Erickson,1832,2021,0.241453976,42.6919,-84.6572
MI,Genesee Power Station,54751,2021,0,43.0841,-83.6743
MI,Grayling Generating Station,10822,2021,0,44.6062,-84.6901
MI,Greenwood,6035,2021,0.148272229,43.1056,-82.6964
MI,Hancock Peakers,1730,2021,0.003715013,42.5497,-83.4425
MI,Holland Energy Park,59093,2021,0.091038743,42.793,-86.0925
MI,J H Campbell,1710,2021,2.209004508,42.9103,-86.2036
MI,Jackson Generating Station,55270,2021,0.191281245,42.2488,-84.3767
MI,Kalamazoo River Generating Station,55101,2021,0.001925023,42.2797,-85.4922
MI,Kalkaska CT Project #1,7984,2021,0.00461344,44.6889,-85.2019
MI,Lansing BWL REO Town Plant,58427,2021,0.078926285,42.7197,-84.5518
MI,Livingston Generating Station,55102,2021,0.00194308,45.0291,-84.7332
MI,Michigan Power Limited Partnership,54915,2021,0.134994299,43.94,-86.4247
MI,Midland Cogeneration Venture,10745,2021,0,43.5861,-84.2242
MI,Monroe,1733,2021,3.796555332,41.8917,-83.3461
MI,New Covert Generating Project,55297,2021,0.789216369,42.3231,-86.2925
MI,Renaissance Power,55402,2021,0.046539131,43.1864,-84.8429
MI,River Rouge,1740,2021,0.027949202,42.2733,-83.1131
MI,St. Clair,1743,2021,0.876146746,42.7642,-82.4719
MI,Sumpter Plant,7972,2021,0.015979536,42.167,-83.5318
MI,TES Filer City Station,50835,2021,0,44.217,-86.2906
MI,Trenton Channel,1745,2021,0.252772966,42.1236,-83.1811
MI,Wyandotte,1866,2021,0.001678015,42.2081,-83.1453
MI,Zeeland Generating Station,55087,2021,0.253522553,42.82,-85.9988
MN,Allen S King,1915,2021,0.3210334,45.03,-92.7786
MN,Black Dog,1904,2021,0.131110342,44.8108,-93.2501
MN,Blue Lake Generating Plant,8027,2021,0.001344136,44.7855,-93.4315
MN,Boswell Energy Center,1893,2021,1.468101249,47.2603,-93.6531
MN,Cambridge Station,2038,2021,0.003971134,45.601,-93.2081
MN,Cannon Falls Energy Center,56241,2021,0.014972816,44.5364,-92.9147
MN,Cascade Creek,6058,2021,0.003431581,44.0322,-92.4908
MN,Cottage Grove Cogeneration,55010,2021,0.057270391,44.7956,-92.9119
MN,Elk River,2039,2021,0.007228,45.2958,-93.5542
MN,Faribault Energy Park,56164,2021,0.053287467,44.3353,-93.2894
MN,Hibbard Energy Center,1897,2021,0.042010668,46.7356,-92.1531
MN,High Bridge,1912,2021,0.270934221,44.9331,-93.1075
MN,Hoot Lake,1943,2021,0.133058616,46.29,-96.0428
MN,Hutchinson - Plant 2,6358,2021,8.47265E-05,44.8889,-94.35
MN,Inver Hills,1913,2021,0,44.781,-93.042
MN,Lakefield Junction Generating,7925,2021,0.008478957,43.7984,-94.8415
MN,Laskin Energy Center,1891,2021,0.002194739,47.5306,-92.1619
MN,Mankato Energy Center,56104,2021,0.322480797,44.1965,-94.0099
MN,Maple Lake Station,2042,2021,0,45.229,-94.0097
MN,Minnesota River Station,7844,2021,2.59183E-05,44.795,-93.5808
MN,New Ulm,2001,2021,0,44.3159,-94.4578
MN,Northshore Mining Silver Bay Power,10849,2021,0,47.286,-91.26
MN,Pleasant Valley Station,7843,2021,0.010043264,43.7997,-92.6819
MN,Riverside (1927),1927,2021,0.073210107,45.0203,-93.2753
MN,Rock Lake Station,6741,2021,0,45.819,-92.9702
MN,Sherburne County,6090,2021,2.675845085,45.3792,-93.8958
MN,Solway Plant,7947,2021,0.005567327,47.5444,-95.1297
MN,St. Bonifacius Station,6824,2021,0,44.905,-93.821
MN,Taconite Harbor Energy Center,10075,2021,0,47.5314,-90.9111
MO,Audrain Power Plant,55234,2021,1.01287E-05,39.3092,-91.5369
MO,Chillicothe,2122,2021,0,39.784,-93.562
MO,Columbia,2123,2021,0.01239187,38.9658,-92.3175
MO,Columbia Energy Center (MO),55447,2021,0.000761467,39.0183,-92.2633
MO,Dogwood Energy Facility,55178,2021,0.12188095,38.7931,-94.3006
MO,Empire District Elec Co Energy Ctr,6223,2021,0.05642294,37.1385,-94.1041
MO,Essex Power Plant,7749,2021,0.014912314,36.8678,-89.8397
MO,Fairgrounds,2082,2021,0,38.5935,-92.2203
MO,Greenwood Energy Center,6074,2021,0,38.8615,-94.2982
MO,Hawthorn,2079,2021,0.686857025,39.1306,-94.4778
MO,Higginsville Municipal Power Plant,2131,2021,0,39.0721,-93.721
MO,Holden Power Plant,7848,2021,0.019980312,38.7538,-93.9983
MO,Iatan,6065,2021,1.797845687,39.4472,-94.98
MO,James River,2161,2021,0.025741186,37.1086,-93.2592
MO,John Twitty Energy Center,6195,2021,0.500356886,37.1519,-93.3892
MO,Labadie,2103,2021,3.935831256,38.5583,-90.8361
MO,Lake Road,2098,2021,0.004955369,39.7246,-94.8773
MO,McCartney Generating Station,7903,2021,0.002824017,37.2479,-93.1709
MO,Meramec,2104,2021,0.136450639,38.4017,-90.3358
MO,Mexico,6650,2021,0,39.1481,-91.8306
MO,Moberly,6651,2021,0,39.4244,-92.4837
MO,Moreau,6652,2021,0,38.5553,-92.102
MO,New Madrid Power Plant,2167,2021,1.335341444,36.5147,-89.5617
MO,Nodaway Power Plant,7754,2021,0.008077445,40.2877,-94.7913
MO,Northeast Generating Station,2081,2021,0,39.1231,-94.5605
MO,Peno Creek Energy Center,7964,2021,0.000366445,39.3531,-91.2295
MO,Ralph Green Station,2092,2021,0,38.7865,-94.2768
MO,Rush Island,6155,2021,1.989204862,38.1306,-90.2625
MO,Sikeston,6768,2021,0.483083031,36.8791,-89.6209
MO,Sioux,2107,2021,1.185987963,38.9158,-90.2917
MO,South Harper Peaking Facility,56151,2021,0.006728065,38.6803,-94.4824
MO,St. Francis Power Plant,7604,2021,0.080500014,36.5852,-90.1779
MO,State Line (MO),7296,2021,0.213256026,37.0659,-94.614
MO,Thomas Hill Energy Center,2168,2021,2.157470617,39.5531,-92.6392
MS,Ackerman Combined Cycle Plant,55694,2021,0.322088751,33.3806,-89.2039
MS,Attala Generating Plant,55220,2021,0.255471719,33.0142,-89.6758
